Module,Service ID,Service Name,Current State,Target Capability,Primary Data Source,Primary Windows/API Interface,Native Strategy,Database Needed,Simple UI,Advanced UI,Terminal/Evidence,Admin,Risk,Undo,Offline,External Dependency,Research Readiness,Primary Source,Implementation Phase
M05,M05-S04,Windows services,STATIC_VERIFIED,"Deliver Windows services as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S05,Startup impact score,STATIC_VERIFIED,"Deliver Startup impact score as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S06,Safe recommendations,STATIC_VERIFIED,"Deliver Safe recommendations as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S07,Delayed startup,STATIC_VERIFIED,"Deliver Delayed startup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S08,Startup profiles,STATIC_VERIFIED,"Deliver Startup profiles as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S09,Change restoration,STATIC_VERIFIED,"Deliver Change restoration as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M05,M05-S10,Boot-performance history,STATIC_VERIFIED,"Deliver Boot-performance history as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Run/RunOnce registry; Startup known folders,Run/RunOnce registry,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/taskschd/about-the-task-scheduler,P2_existing_reference
M06,M06-S01,CPU monitoring,STATIC_VERIFIED,"Deliver CPU monitoring as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S02,RAM monitoring,STATIC_VERIFIED,"Deliver RAM monitoring as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S03,Disk activity,STATIC_VERIFIED,"Deliver Disk activity as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S04,Network activity,STATIC_VERIFIED,"Deliver Network activity as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S05,Process explorer,STATIC_VERIFIED,"Deliver Process explorer as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S06,Resource-heavy processes,STATIC_VERIFIED,"Deliver Resource-heavy processes as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S07,Process priority control,STATIC_VERIFIED,"Deliver Process priority control as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S08,Power-plan management,STATIC_VERIFIED,"Deliver Power-plan management as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S09,Performance profiles,STATIC_VERIFIED,"Deliver Performance profiles as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M06,M06-S10,Benchmark report,STATIC_VERIFIED,"Deliver Benchmark report as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",PDH; Process APIs,PDH,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/perfctrs/collecting-performance-data,P2_existing_reference
M07,M07-S01,SFC verification and repair,STATIC_VERIFIED,"Deliver SFC verification and repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S02,DISM CheckHealth,STATIC_VERIFIED,"Deliver DISM CheckHealth as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S03,DISM ScanHealth,STATIC_VERIFIED,"Deliver DISM ScanHealth as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S04,DISM RestoreHealth,STATIC_VERIFIED,"Deliver DISM RestoreHealth as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S05,Windows Update reset,STATIC_VERIFIED,"Deliver Windows Update reset as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S06,Icon and thumbnail repair,STATIC_VERIFIED,"Deliver Icon and thumbnail repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S07,WMI health and repair,STATIC_VERIFIED,"Deliver WMI health and repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S08,Windows Installer repair,STATIC_VERIFIED,"Deliver Windows Installer repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S09,VSS repair,STATIC_VERIFIED,"Deliver VSS repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M07,M07-S10,Microsoft Store repair,STATIC_VERIFIED,"Deliver Microsoft Store repair as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",SFC; DISM,SFC,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows-server/storage/file-server/volume-shadow-copy-service,P2_existing_reference
M08,M08-S01,Adapter inventory,STATIC_VERIFIED,"Deliver Adapter inventory as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S02,"IP, gateway, and DNS information",STATIC_VERIFIED,"Deliver IP, gateway, and DNS information as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S03,Ping test,STATIC_VERIFIED,"Deliver Ping test as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S04,Traceroute,STATIC_VERIFIED,"Deliver Traceroute as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S05,DNS tests,STATIC_VERIFIED,"Deliver DNS tests as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S06,Flush DNS,STATIC_VERIFIED,"Deliver Flush DNS as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S07,Renew IP,STATIC_VERIFIED,"Deliver Renew IP as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S08,Winsock and TCP/IP reset,STATIC_VERIFIED,"Deliver Winsock and TCP/IP reset as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S09,Proxy and firewall status,STATIC_VERIFIED,"Deliver Proxy and firewall status as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M08,M08-S10,Network diagnostic report,STATIC_VERIFIED,"Deliver Network diagnostic report as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",IP Helper API; ICMP/DNS APIs,IP Helper API,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/iphlpapi/nf-iphlpapi-getadaptersaddresses,P2_existing_reference
M09,M09-S01,Windows permission dashboard,PLANNED,"Deliver Windows permission dashboard as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S02,Camera permission review,PLANNED,"Deliver Camera permission review as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S03,Microphone permission review,PLANNED,"Deliver Microphone permission review as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S04,Location permission review,PLANNED,"Deliver Location permission review as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S05,Advertising ID,PLANNED,"Deliver Advertising ID as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S06,Clipboard history cleanup,PLANNED,"Deliver Clipboard history cleanup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
